year,weekofyear,week_start_date,precipitation_amt_mm,reanalysis_avg_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_precip_mm,ndvi_n,ndvi_s,reanalysis_temp,station_temp,precipitation_amt_mm_last5,precipitation_amt_mm_last10,reanalysis_avg_temp_k_last5,reanalysis_avg_temp_k_last10,reanalysis_precip_amt_kg_per_m2_last5,reanalysis_precip_amt_kg_per_m2_last10,reanalysis_relative_humidity_percent_last5,reanalysis_relative_humidity_percent_last10,reanalysis_sat_precip_amt_mm_last5,reanalysis_sat_precip_amt_mm_last10,reanalysis_specific_humidity_g_per_kg_last5,reanalysis_specific_humidity_g_per_kg_last10,reanalysis_tdtr_k_last5,reanalysis_tdtr_k_last10,station_precip_mm_last5,station_precip_mm_last10,ndvi_n_last5,ndvi_n_last10,ndvi_s_last5,ndvi_s_last10,reanalysis_temp_last5,reanalysis_temp_last10,station_temp_last5,station_temp_last10
1990,18,1990-04-30,12.42,297.742857143,32.0,73.3657142857,12.42,14.0128571429,2.62857142857,16.0,0.1131625,0.18805,23.27178571425003,24.947619047633335,25.424999999999997,24.133333333333333,596.3910714287499,596.0500000002221,53.575,44.583333333333336,152.529642857125,149.26952380950001,25.424999999999997,24.133333333333333,29.89071428575,28.96047619051111,5.475,5.560317460316666,40.35,30.833333333333336,0.05955,0.08707916683333333,0.33849642999999996,0.3242128338888889,47.86312500006255,47.28440476194449,52.39166666669167,51.86402116404074
1990,19,1990-05-07,22.82,298.442857143,17.94,77.3685714286,22.82,15.3728571429,2.37142857143,8.6,0.1560375,0.1589214,24.215714285500013,26.87142857143333,32.77666666666667,30.7975,596.904761905,596.3964285716249,32.303333333333335,38.93875,153.70238095238332,151.5192857142875,32.77666666666667,30.7975,30.569523809566668,29.70196428575,5.352380952383333,5.43928571428625,38.9,28.475,0.10996388833333333,0.10516197937499999,0.3102333233333333,0.310236600625,48.41017857137504,47.78665178565629,53.30793650795556,52.940476190491665
1990,20,1990-05-14,34.54,298.878571429,26.1,82.0528571429,34.54,16.8485714286,2.3,41.4,0.10260835,0.16402145,24.853928571250023,27.2380952381,45.995000000000005,35.02571428571429,596.9083333335,596.6445578234286,35.99666666666667,40.65380952380953,155.95571428573334,154.19285714287622,45.995000000000005,35.02571428571429,31.120000000016667,30.50591836738095,5.126190476193333,5.2741496598647615,57.2,39.542857142857144,0.11843194916666666,0.08761230738095238,0.284670235,0.3243013671428572,48.562738095166715,48.19268707477385,53.44761904763889,53.37959183675079
1990,21,1990-05-21,15.36,299.228571429,13.9,80.3371428571,15.36,16.6728571429,2.42857142857,4.0,0.18685000000000002,0.23172140000000002,25.024285714250013,28.023809523799997,66.755,35.01166666666667,596.6160714289999,597.0458333336667,42.385,38.093333333333334,157.326785714275,155.55059523809166,66.755,35.01166666666667,31.178214285724998,31.093928571458335,4.7750000000025,5.391666666667501,65.0,35.11666666666667,0.07168125249999999,0.09204722666666668,0.3094214125,0.3264547575,48.44142857131256,48.607380952354205,53.18452380954167,54.021031746047214
1990,22,1990-05-28,7.52,299.664285714,12.2,80.46,7.52,17.21,3.01428571429,5.8,0.22920000000000001,0.24927,25.535000000000025,29.280952380966664,18.532,35.004000000000005,298.7914285716,597.4871428573999,20.428,38.198,78.71685714286,157.80399999999997,18.532,35.004000000000005,16.02342857146,31.922857142879998,2.548571428572,5.488571428574001,15.16,35.34,0.15757167,0.10432333699999999,0.19839685,0.344906854,24.58014285705002,49.17550000000004,27.272380952386662,54.843809523826664
1990,23,1990-06-04,9.58,299.764285714,26.49,79.8914285714,9.58,17.2128571429,2.1,39.1,0.1129875,0.21802860000000002,25.845357142750018,28.804761904766668,17.964,30.044999999999998,299.19571428579997,597.6017857144166,19.326,43.013333333333335,80.022,158.07654761904166,17.964,30.044999999999998,16.66342857146,32.09952380955,2.442857142858,5.320238095240001,19.78,43.5,0.15753667,0.096528475,0.20439257,0.35211523833333336,25.09485714275002,49.382351190479206,28.04380952381333,54.971825396841666
1990,24,1990-06-11,3.48,299.221428571,38.6,82.0,3.48,17.2342857143,2.04285714286,29.7,0.10285,0.2076714,25.368214285750028,27.638095238100004,14.096,30.25952380952381,299.3514285714,597.8037414967142,23.458000000000002,31.223333333333336,80.94828571427999,157.68891156461905,14.096,30.25952380952381,17.03571428574,32.242993197309524,2.3771428571440003,5.264625850343333,24.0,47.25714285714285,0.14689917000000002,0.11874900976190476,0.21414257,0.33927394476190476,25.325357142800023,49.53989795917862,28.197142857146666,54.94195011339365
1990,25,1990-06-18,151.12,299.528571429,30.0,83.3757142857,151.12,17.9771428571,1.57142857143,21.1,0.0725,0.14225,25.63071428550002,28.35714285713333,37.412,54.84,299.4814285714,597.6125,24.238,35.30375,81.21285714284001,158.216428571425,37.412,54.84,17.26142857144,32.27625,2.2314285714300004,5.00000000000375,19.94,55.9125,0.14087750000000002,0.12902031375,0.20978828,0.30933106625,25.48071428565002,49.4170535714063,28.42095238095333,54.74047619049166
1990,26,1990-06-25,19.32,299.557142857,37.51,82.7685714286,19.32,17.79,1.88571428571,21.1,0.12431249999999999,0.1245857,25.789285714500025,28.342857142866666,38.20399999999999,76.15444444444445,299.54714285700004,597.1571428573334,28.96,45.98222222222222,81.69914285714,159.2257142857,38.20399999999999,76.15444444444445,17.48485714286,32.15492063491111,2.122857142858,4.603174603177777,23.36,68.25555555555556,0.12836999999999998,0.06540648166666665,0.18836113999999998,0.31091173333333333,25.633714285700023,49.159365079305616,28.484761904766668,54.13703703705556
1990,27,1990-07-02,14.41,300.278571429,28.4,81.2814285714,14.41,18.0714285714,2.01428571429,1.1,0.08633750000000001,0.18162499999999998,26.301428571250028,28.876190476199998,39.582,29.057,299.66999999999996,299.2307142858,32.2,26.314,81.86342857142,80.29014285714,39.582,29.057,17.65714285714,16.840285714300002,1.9228571428580001,2.2357142857150003,22.42,18.79,0.09979750000000001,0.128684585,0.17483214,0.186614495,25.786999999950023,25.183571428500024,28.403809523813333,27.8380952381
1990,28,1990-07-09,22.27,299.592857143,43.72,81.4671428571,22.27,17.4185714286,2.15714285714,63.7,0.1376125,0.17243575,25.688571428500026,26.9857142857,42.12,30.041999999999994,299.63571428579996,299.4157142858,35.646,27.486,82.17857142855999,81.10028571427999,42.12,30.041999999999994,17.698285714279997,17.18085714287,1.9342857142860002,2.188571428572,27.339999999999996,23.56,0.10472250000000001,0.131129585,0.16571357,0.18505307,25.755642857100025,25.425249999925022,28.04,28.041904761906665
1990,29,1990-07-16,59.17,299.75,40.9,82.1442857143,59.17,17.7371428571,2.41428571429,12.2,0.25170000000000003,0.29093335,25.675357142750016,28.276190476199996,53.258,33.677,299.74142857159995,299.54642857150003,36.105999999999995,29.782,82.20742857142,81.57785714285001,53.258,33.677,17.79885714284,17.41728571429,2.008571428572,2.192857142858,23.84,23.92,0.1344925,0.140695835,0.18236596,0.198254265,25.817071428500025,25.571214285650022,28.167619047619997,28.18238095238333
1990,30,1990-07-23,16.48,299.635714286,42.53,80.7428571429,16.48,17.3414285714,2.07142857143,32.6,0.16113335,0.22072855,25.454642857250022,27.5380952381,26.330000000000002,31.871000000000002,299.762857143,299.62214285719995,38.611999999999995,31.425,81.68085714285999,81.44685714284999,26.330000000000002,31.871000000000002,17.6717142857,17.46657142857,2.108571428572,2.170000000001,26.139999999999997,23.04,0.15221917000000001,0.146548335,0.19806167000000002,0.20392497499999998,25.781857142850026,25.63128571425002,28.003809523813334,28.21238095238333
1990,31,1990-07-30,32.66,299.95,34.6,80.5842857143,32.66,17.5942857143,2.58571428571,37.6,0.1491375,0.38052854999999997,26.18392857150002,28.480952380966666,28.998,33.601,299.8414285716,299.6942857143,38.029999999999994,33.495,81.244,81.47157142857,28.998,33.601,17.63257142856,17.558714285710003,2.248571428572,2.185714285715,29.440000000000005,26.4,0.15718417,0.14277708500000003,0.24925024,0.21880569,25.86078571425002,25.74724999997502,28.03142857143333,28.258095238099997
1990,32,1990-08-06,28.8,300.478571429,20.0,79.65,28.8,17.95,2.32857142857,11.4,0.057729165,0.15165,26.406071428500027,28.266666666666666,31.876000000000005,35.729,299.8814285716,299.77571428580006,36.35,34.275,80.91771428572,81.39057142857,31.876000000000005,35.729,17.60828571428,17.63271428571,2.3114285714280003,2.117142857143,31.500000000000007,26.96,0.151462503,0.1256300015,0.24325524,0.20904368999999998,25.881714285700024,25.834357142825024,27.90952380952666,28.156666666670002
